Hand_Tracker1 5 (Data: ((-0.531735, 0.372633, 0.760528, 0.992139), (0.603827, 0.796476, 0.031929, 1.218969), (-0.593844, 0.476205, -0.648520, 1.002260), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.505179, 0.366002, 0.781561, 0.956974), (0.568626, 0.822408, -0.017588, 1.227469), (-0.649199, 0.435531, -0.623581, 0.969229), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.510901, 0.365372, 0.778128, 0.955430), (0.560906, 0.827630, -0.020337, 1.228675), (-0.651433, 0.426066, -0.627777, 0.966161), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.520932, 0.365611, 0.771336, 0.953132), (0.554344, 0.832047, -0.020004, 1.230435), (-0.649101, 0.417165, -0.636114, 0.962827), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.539049, 0.351935, 0.765224, 0.950184), (0.538212, 0.842767, -0.008464, 1.233844), (-0.647884, 0.407291, -0.643708, 0.959212), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.547659, 0.355171, 0.757577, 0.948802), (0.535104, 0.844736, -0.009203, 1.234807), (-0.643221, 0.400342, -0.652681, 0.956648), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.551758, 0.355898, 0.754255, 0.947712), (0.531535, 0.846968, -0.010813, 1.235792), (-0.642678, 0.394946, -0.656493, 0.954168), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.553125, 0.354752, 0.753793, 0.946222), (0.526052, 0.850334, -0.014176, 1.236645), (-0.646005, 0.388693, -0.656959, 0.951396), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.563865, 0.365892, 0.740391, 0.942315), (0.523840, 0.851536, -0.021873, 1.237137), (-0.638473, 0.375514, -0.671820, 0.948247), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.558123, 0.351238, 0.751751, 0.942773), (0.513946, 0.857609, -0.019128, 1.239412), (-0.651427, 0.375684, -0.659169, 0.945198), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.558914, 0.353890, 0.749918, 0.941476), (0.508216, 0.860792, -0.027439, 1.240392), (-0.655234, 0.365784, -0.660962, 0.941802), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.533184, 0.344214, 0.772808, 0.939160), (0.497377, 0.866479, -0.042781, 1.242483), (-0.684347, 0.361567, -0.633197, 0.939931), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.536051, 0.381124, 0.753255, 0.937742), (0.509995, 0.857258, -0.070810, 1.242356), (-0.672722, 0.346198, -0.653905, 0.935037), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.516288, 0.363900, 0.775257, 0.940086), (0.493000, 0.866489, -0.078406, 1.242987), (-0.700284, 0.341722, -0.626761, 0.934278), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.531198, 0.398645, 0.747603, 0.934452), (0.514049, 0.853065, -0.089630, 1.246211), (-0.673485, 0.336694, -0.658070, 0.928686), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.565530, 0.389557, 0.726926, 0.935785), (0.497524, 0.864113, -0.076014, 1.247204), (-0.657758, 0.318675, -0.682496, 0.925123), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.567942, 0.383979, 0.728013, 0.933347), (0.488685, 0.869045, -0.077128, 1.248942), (-0.662291, 0.311964, -0.681211, 0.922967), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker2 5 (Data: ((0.404839, 0.376369, 0.833338, -0.156159), (-0.451189, -0.710464, 0.540064, 1.840538), (0.795320, -0.594632, -0.117810, 0.559351), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
mouse_pointer 2 (Data: (544.000000, 955.000000); Id: -1; Window ptr: 0000000001F05750)
entered 0 (Data: ; Id: -1; Window ptr: 0000000001F05750)
Head_Tracker 5 (Data: ((0.976282, 0.063953, 0.206839, -0.187175), (-0.211759, 0.480933, 0.850801, 1.725662), (-0.045065, -0.874422, 0.483069, 0.845835), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.976147, 0.064036, 0.207453, -0.188737), (-0.212334, 0.480907, 0.850672, 1.725986), (-0.045292, -0.874430, 0.483033, 0.846607), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.976133, 0.063074, 0.207812, -0.189866), (-0.212206, 0.480494, 0.850937, 1.726117), (-0.046181, -0.874727, 0.482411, 0.847358), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.977809, 0.053521, 0.202545, -0.186227), (-0.202728, 0.485503, 0.850404, 1.724975), (-0.052822, -0.872595, 0.485580, 0.845711), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.977594, 0.052082, 0.203954, -0.187405), (-0.203512, 0.481419, 0.852536, 1.725556), (-0.053786, -0.874942, 0.481232, 0.847332), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.978875, 0.052394, 0.197633, -0.192852), (-0.197862, 0.486331, 0.851078, 1.721558), (-0.051524, -0.872203, 0.486424, 0.848334), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.979642, 0.047198, 0.195127, -0.191288), (-0.193069, 0.487860, 0.851303, 1.719530), (-0.055014, -0.871645, 0.487040, 0.847960), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.979835, 0.045841, 0.194478, -0.192504), (-0.192043, 0.484758, 0.853304, 1.718984), (-0.055159, -0.873446, 0.483787, 0.849532), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.980577, 0.047354, 0.190331, -0.194319), (-0.189261, 0.483089, 0.854871, 1.717638), (-0.051465, -0.874290, 0.482669, 0.850100), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.980677, 0.046543, 0.190018, -0.195535), (-0.188763, 0.480296, 0.856554, 1.717027), (-0.051399, -0.875871, 0.479800, 0.851593), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.980900, 0.045798, 0.189044, -0.196784), (-0.187678, 0.478207, 0.857960, 1.716390), (-0.051109, -0.877052, 0.477669, 0.852886), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.981037, 0.044751, 0.188581, -0.197985), (-0.186900, 0.476062, 0.859321, 1.716180), (-0.051321, -0.878272, 0.475399, 0.854158), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.980533, 0.048154, 0.190356, -0.202320), (-0.190410, 0.469888, 0.861945, 1.717369), (-0.047940, -0.881412, 0.469909, 0.857469), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.980535, 0.050055, 0.189859, -0.205809), (-0.190854, 0.470087, 0.861739, 1.716562), (-0.046116, -0.881200, 0.470490, 0.858700), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.981561, 0.038627, 0.187205, -0.201310), (-0.182964, 0.473369, 0.861653, 1.716882), (-0.055334, -0.880017, 0.471708, 0.856560), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.978615, 0.047511, 0.200139, -0.206597), (-0.199587, 0.454763, 0.867961, 1.724518), (-0.049778, -0.889345, 0.454520, 0.861888), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.978421, 0.042291, 0.202246, -0.207142), (-0.199157, 0.453735, 0.868597, 1.726175), (-0.055032, -0.890133, 0.452366, 0.862630), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.978260, 0.030772, 0.205088, -0.205658), (-0.197642, 0.437873, 0.877043, 1.733952), (-0.062814, -0.898510, 0.434435, 0.863139), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.981795, 0.029727, 0.187602, -0.206578), (-0.178726, 0.478953, 0.859454, 1.721142), (-0.064303, -0.877337, 0.475547, 0.856786), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.981193, 0.034860, 0.189856, -0.210259), (-0.183350, 0.475865, 0.860195, 1.723282), (-0.060359, -0.878827, 0.473307, 0.858754), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.980668, 0.025430, 0.194019, -0.208511), (-0.183429, 0.464776, 0.866220, 1.732805), (-0.068147, -0.885063, 0.460455, 0.858133), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.980920, 0.025971, 0.192669, -0.210169), (-0.182658, 0.462479, 0.867611, 1.735811), (-0.066573, -0.886250, 0.458399, 0.859155), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.980662, 0.026645, 0.193885, -0.211016), (-0.184174, 0.460707, 0.868234, 1.737789), (-0.066190, -0.887152, 0.456705, 0.859149), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.980711, 0.025616, 0.193779, -0.210574), (-0.183209, 0.465991, 0.865614, 1.736576), (-0.068125, -0.884419, 0.461696, 0.857330), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.981326, 0.025622, 0.190636, -0.211450), (-0.179985, 0.471925, 0.863071, 1.735209), (-0.067852, -0.881266, 0.467724, 0.856196), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.980706, 0.027485, 0.193549, -0.210031), (-0.183481, 0.471081, 0.862796, 1.735890), (-0.067463, -0.881662, 0.467035, 0.856307), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.980694, 0.029329, 0.193337, -0.212836), (-0.184520, 0.466125, 0.865263, 1.738206), (-0.064742, -0.884233, 0.462538, 0.857937), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.981048, 0.029207, 0.191549, -0.213643), (-0.182713, 0.468509, 0.864358, 1.737273), (-0.064497, -0.882976, 0.464967, 0.857685), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.981486, 0.029545, 0.189240, -0.214366), (-0.180611, 0.471637, 0.863098, 1.735811), (-0.063752, -0.881298, 0.468241, 0.857364), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.981776, 0.030701, 0.187548, -0.215697), (-0.179506, 0.473858, 0.862112, 1.734076), (-0.062403, -0.880066, 0.470733, 0.857434), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.982194, 0.029270, 0.185577, -0.216244), (-0.177217, 0.472253, 0.863464, 1.733582), (-0.062366, -0.880977, 0.469031, 0.858110), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.982361, 0.029047, 0.184726, -0.216322), (-0.176579, 0.469205, 0.865255, 1.733671), (-0.061542, -0.882612, 0.466057, 0.858838), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.983018, 0.026198, 0.181630, -0.213920), (-0.172171, 0.474182, 0.863429, 1.730691), (-0.063506, -0.880037, 0.470639, 0.857075), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.983198, 0.028376, 0.180323, -0.214980), (-0.172022, 0.474542, 0.863261, 1.729215), (-0.061075, -0.879776, 0.471450, 0.857302), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.985542, 0.037378, 0.165255, -0.221954), (-0.163323, 0.469069, 0.867929, 1.727851), (-0.045075, -0.882370, 0.468392, 0.862905), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.579539, 0.373191, 0.724475, 0.932339), (0.477139, 0.876068, -0.069595, 1.250799), (-0.660661, 0.305342, -0.685779, 0.920665), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.985772, 0.037347, 0.163886, -0.221989), (-0.162098, 0.469172, 0.868102, 1.727659), (-0.044470, -0.882317, 0.468551, 0.862600), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.581899, 0.367282, 0.725601, 0.930101), (0.470099, 0.879958, -0.068416, 1.252626), (-0.663626, 0.301294, -0.684706, 0.918705), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.583039, 0.363648, 0.726516, 0.928305), (0.465592, 0.882382, -0.068020, 1.253457), (-0.665800, 0.298602, -0.683775, 0.917394), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.584187, 0.359997, 0.727412, 0.926738), (0.461379, 0.884649, -0.067279, 1.254044), (-0.667724, 0.296309, -0.682895, 0.916244), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.985128, 0.042037, 0.166599, -0.224393), (-0.166201, 0.479090, 0.861887, 1.723736), (-0.043585, -0.876759, 0.478952, 0.858952), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.583119, 0.357134, 0.729677, 0.925647), (0.457471, 0.886594, -0.068349, 1.254903), (-0.671337, 0.293950, -0.680368, 0.915104), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.581320, 0.350434, 0.734345, 0.924417), (0.452941, 0.889114, -0.065736, 1.255627), (-0.675953, 0.294402, -0.675585, 0.914662), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.985461, 0.041880, 0.164658, -0.224400), (-0.164318, 0.481335, 0.860997, 1.723768), (-0.043197, -0.875536, 0.481218, 0.858376), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.548838, 0.352407, 0.758015, 0.917448), (0.458115, 0.885296, -0.079884, 1.257443), (-0.699220, 0.303414, -0.647326, 0.913996), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.555765, 0.336505, 0.760191, 0.916923), (0.449973, 0.890653, -0.065286, 1.259208), (-0.699035, 0.305781, -0.646412, 0.912949), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.575830, 0.331249, 0.747458, 0.919520), (0.444405, 0.894202, -0.053919, 1.257825), (-0.686239, 0.301126, -0.662117, 0.913759), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.559684, 0.331248, 0.759624, 0.917753), (0.445864, 0.893026, -0.060912, 1.258610), (-0.698541, 0.304598, -0.647504, 0.913856), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.564931, 0.321415, 0.759964, 0.918105), (0.442467, 0.895402, -0.049781, 1.259981), (-0.696474, 0.308136, -0.648056, 0.913127), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.564052, 0.317248, 0.762364, 0.917801), (0.440318, 0.896594, -0.047327, 1.261029), (-0.698545, 0.308988, -0.645416, 0.912735), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.562392, 0.314217, 0.764842, 0.917943), (0.437417, 0.898014, -0.047292, 1.262386), (-0.701699, 0.307958, -0.642480, 0.912048), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.561479, 0.311760, 0.766516, 0.918362), (0.434175, 0.899558, -0.047835, 1.263996), (-0.704438, 0.305944, -0.640442, 0.911253), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.987224, 0.038184, 0.154693, -0.221896), (-0.153573, 0.486762, 0.859929, 1.725528), (-0.042463, -0.872700, 0.486407, 0.856571), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.987402, 0.037396, 0.153751, -0.220462), (-0.152459, 0.484950, 0.861150, 1.726751), (-0.042358, -0.873742, 0.484542, 0.856877), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.560463, 0.311041, 0.767551, 0.919452), (0.431302, 0.900815, -0.050110, 1.265754), (-0.707008, 0.302962, -0.639026, 0.910210), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.558788, 0.311323, 0.768658, 0.920782), (0.429557, 0.901492, -0.052850, 1.267410), (-0.709392, 0.300650, -0.637474, 0.909290), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.986796, 0.038854, 0.157237, -0.219414), (-0.156425, 0.480382, 0.862998, 1.728378), (-0.042003, -0.876199, 0.480116, 0.857500), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.569999, 0.310512, 0.760712, 0.924088), (0.426886, 0.902992, -0.048724, 1.269036), (-0.702046, 0.296965, -0.647258, 0.908101), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
